,cipbeta40_S2,cipbeta40_S1,cipbeta40_S3
Bacteria|NA|Bacteroidetes|Cytophagia|Cytophagales|Hymenobacteraceae|Hymenobacter|Hymenobacter nivis,1,0,0
Bacteria|NA|Bacteroidetes|Cytophagia|Cytophagales|Hymenobacteraceae|Hymenobacter|Hymenobacter oligotrophus,1,0,0
Bacteria|NA|Bacteroidetes|Cytophagia|Cytophagales|Flammeovirgaceae|Flammeovirga|Flammeovirga sp. MY04,12,14,0
Bacteria|NA|Bacteroidetes|Cytophagia|Cytophagales|Flammeovirgaceae|Flammeovirga|Flammeovirga pectinis,10,2,4
Bacteria|NA|Bacteroidetes|Cytophagia|Cytophagales|Flammeovirgaceae|Fabibacter|Fabibacter pacificus,4,0,0
Bacteria|NA|Bacteroidetes|Cytophagia|Cytophagales|Flammeovirgaceae|NA|Flammeovirgaceae bacterium 311,3,0,1
Bacteria|NA|Bacteroidetes|Cytophagia|Cytophagales|Cyclobacteriaceae|Echinicola,1,0,0
Bacteria|NA|Bacteroidetes|Cytophagia|Cytophagales|Cyclobacteriaceae|Echinicola|Echinicola vietnamensis,4,0,1
Bacteria|NA|Bacteroidetes|Cytophagia|Cytophagales|Cyclobacteriaceae|Echinicola|Echinicola rosea,3,0,0
Bacteria|NA|Bacteroidetes|Cytophagia|Cytophagales|Cyclobacteriaceae|Belliella|Belliella baltica,5,0,0
Bacteria|NA|Bacteroidetes|Cytophagia|Cytophagales|Cyclobacteriaceae|Algoriphagus|Algoriphagus sanaruensis,5,14,3
Bacteria|NA|Bacteroidetes|Cytophagia|Cytophagales|Cyclobacteriaceae|Aquiflexum|Aquiflexum balticum,5,1,0
Bacteria|NA|Bacteroidetes|Cytophagia|Cytophagales|NA|NA|Cytophagales bacterium TFI 002,4,1,1
Bacteria|NA|Bacteroidetes|Cytophagia|Cytophagales|NA|Chryseolinea|Chryseolinea soli,2,6,0
Bacteria|NA|Bacteroidetes|Cytophagia|Cytophagales|Bernardetiaceae|Bernardetia|Bernardetia litoralis,3,139,148
Bacteria|NA|Bacteroidetes|Cytophagia|Cytophagales|Amoebophilaceae|Candidatus Amoebophilus|Candidatus Amoebophilus asiaticus,1,0,0
Bacteria|NA|Bacteroidetes|Chitinophagia|Chitinophagales|Chitinophagaceae,5,0,0
Bacteria|NA|Bacteroidetes|Chitinophagia|Chitinophagales|Chitinophagaceae|Chitinophaga,6,0,0
Bacteria|NA|Bacteroidetes|Chitinophagia|Chitinophagales|Chitinophagaceae|Chitinophaga|Chitinophaga pinensis,11,1,1
Bacteria|NA|Bacteroidetes|Chitinophagia|Chitinophagales|Chitinophagaceae|Chitinophaga|Chitinophaga sp. XS-30,10,14,11
Bacteria|NA|Bacteroidetes|Chitinophagia|Chitinophagales|Chitinophagaceae|Chitinophaga|Chitinophaga caeni,4,0,0
Bacteria|NA|Bacteroidetes|Chitinophagia|Chitinophagales|Chitinophagaceae|Niabella|Niabella soli,15,4,0
Bacteria|NA|Bacteroidetes|Chitinophagia|Chitinophagales|Chitinophagaceae|Niastella|Niastella koreensis,6,5,1
Bacteria|NA|Bacteroidetes|Chitinophagia|Chitinophagales|Chitinophagaceae|Arachidicoccus|Arachidicoccus sp. BS20,2,3,2
Bacteria|NA|Bacteroidetes|Chitinophagia|Chitinophagales|Chitinophagaceae|Arachidicoccus|Arachidicoccus sp. B3-10,2,1,0
Bacteria|NA|Bacteroidetes|Chitinophagia|Chitinophagales|Chitinophagaceae|Arachidicoccus|Arachidicoccus ginsenosidivorans,2,0,0
Bacteria|NA|Bacteroidetes|Chitinophagia|Chitinophagales|Chitinophagaceae|Flavisolibacter|Flavisolibacter ginsenosidimutans,2,0,0
Bacteria|NA|Bacteroidetes|Chitinophagia|Chitinophagales|Chitinophagaceae|Flavisolibacter|Flavisolibacter tropicus,1,0,0
Bacteria|NA|Bacteroidetes|Chitinophagia|Chitinophagales|Chitinophagaceae|Filimonas|Filimonas lacunae,3,1,0
Bacteria|NA|Bacteroidetes|Chitinophagia|Chitinophagales|Chitinophagaceae|Pseudobacter|Pseudobacter ginsenosidimutans,3,0,0
Bacteria|NA|Bacteroidetes|Chitinophagia|Chitinophagales|Chitinophagaceae|Panacibacter|Panacibacter ginsenosidivorans,1,4,0
Bacteria|NA|Bacteroidetes|Chitinophagia|Chitinophagales|Chitinophagaceae|Paraflavitalea|Paraflavitalea soli,1,3,0
Bacteria|NA|Bacteroidetes|Chitinophagia|Bacteroidetes Order II. Incertae sedis|Rhodothermaceae|Salinibacter|Salinibacter ruber,2,0,0
Bacteria|NA|Bacteroidetes|Saprospiria|Saprospirales|Saprospiraceae|Saprospira|Saprospira grandis,2,0,0
Bacteria|NA|Chlorobi|Chlorobia|Chlorobiales|Chlorobiaceae|Prosthecochloris|Prosthecochloris sp. CIB 2401,3,0,0
Bacteria|NA|Chlorobi|Chlorobia|Chlorobiales|Chlorobiaceae|Prosthecochloris|Prosthecochloris sp. HL-130-GSB,3,0,0
Bacteria|NA|Chlorobi|Chlorobia|Chlorobiales|Chlorobiaceae|Chloroherpeton|Chloroherpeton thalassium,2,1,0
Bacteria|NA|Ignavibacteriae|Ignavibacteria|Ignavibacteriales|Melioribacteraceae|Melioribacter|Melioribacter roseus,1,2,0
Bacteria|NA|Gemmatimonadetes|Gemmatimonadetes|Gemmatimonadales|Gemmatimonadaceae|Gemmatimonas|Gemmatimonas aurantiaca,1,3,5
Bacteria|NA|Fusobacteria|Fusobacteriia|Fusobacteriales,86,0,51
Bacteria|NA|Fusobacteria|Fusobacteriia|Fusobacteriales|Leptotrichiaceae|Streptobacillus|Streptobacillus moniliformis,698,0,65
Bacteria|NA|Fusobacteria|Fusobacteriia|Fusobacteriales|Leptotrichiaceae|Leptotrichia|Leptotrichia shahii,48,36,23
Bacteria|NA|Fusobacteria|Fusobacteriia|Fusobacteriales|Leptotrichiaceae|Leptotrichia|Leptotrichia sp. oral taxon 847,34,26,14
Bacteria|NA|Fusobacteria|Fusobacteriia|Fusobacteriales|Leptotrichiaceae|Leptotrichia|Leptotrichia sp. oral taxon 212,1,5,0
Bacteria|NA|Fusobacteria|Fusobacteriia|Fusobacteriales|Leptotrichiaceae|Leptotrichia|Leptotrichia sp. oral taxon 498,1,0,0
Bacteria|NA|Fusobacteria|Fusobacteriia|Fusobacteriales|Leptotrichiaceae|Sebaldella|Sebaldella termitidis,12,7,9
Bacteria|NA|Fusobacteria|Fusobacteriia|Fusobacteriales|Leptotrichiaceae|Sneathia|Sneathia amnii,3,3,2
Bacteria|NA|Fusobacteria|Fusobacteriia|Fusobacteriales|Fusobacteriaceae|Fusobacterium|Fusobacterium periodonticum,4,0,0
Bacteria|NA|Fusobacteria|Fusobacteriia|Fusobacteriales|Fusobacteriaceae|Fusobacterium|Fusobacterium varium,2,1,0
Bacteria|NA|Fusobacteria|Fusobacteriia|Fusobacteriales|Fusobacteriaceae|Fusobacterium|Fusobacterium nucleatum,1,4,7
Bacteria|NA|Fusobacteria|Fusobacteriia|Fusobacteriales|Fusobacteriaceae|Ilyobacter|Ilyobacter polytropus,1,0,0
Bacteria|NA|Verrucomicrobia,5,2,4
Bacteria|NA|Verrucomicrobia|Methylacidiphilae|Methylacidiphilales|Methylacidiphilaceae|Methylacidiphilum,1,4,0
Bacteria|NA|Verrucomicrobia|Methylacidiphilae|Methylacidiphilales|Methylacidiphilaceae|Methylacidiphilum|Methylacidiphilum kamchatkense,69,1,4
Bacteria|NA|Verrucomicrobia|Methylacidiphilae|Methylacidiphilales|Methylacidiphilaceae|Methylacidiphilum|Methylacidiphilum infernorum,4,2,0
Bacteria|NA|Verrucomicrobia|Opitutae|Opitutales|Opitutaceae|NA|Opitutaceae bacterium TAV5,9,0,1
Bacteria|NA|Verrucomicrobia|Opitutae|Opitutales|Opitutaceae|Lacunisphaera|Lacunisphaera limnophila,2,0,0
Bacteria|NA|Verrucomicrobia|Opitutae|Puniceicoccales|Puniceicoccaceae|Coraliomargarita|Coraliomargarita akajimensis,4,2,0
Bacteria|NA|Verrucomicrobia|Verrucomicrobiae|Verrucomicrobiales|Akkermansiaceae|Akkermansia|Akkermansia muciniphila,14,44,25
Bacteria|NA|Verrucomicrobia|NA|NA|NA|NA|Verrucomicrobia bacterium S94,1,0,0
Bacteria|NA|Planctomycetes,2,3,8
Bacteria|NA|Planctomycetes|NA|NA|NA|NA|Planctomycetes bacterium MalM14,17,17,12
Bacteria|NA|Planctomycetes|NA|NA|NA|NA|Planctomycetes bacterium ElP,13,3,4
Bacteria|NA|Planctomycetes|NA|NA|NA|NA|Planctomycetes bacterium ETA_A8,10,0,0
Bacteria|NA|Planctomycetes|NA|NA|NA|NA|Planctomycetes bacterium Q31a,4,2,0
Bacteria|NA|Planctomycetes|NA|NA|NA|NA|Planctomycetes bacterium Pla85_3_4,3,0,0
Bacteria|NA|Planctomycetes|NA|NA|NA|NA|Planctomycetes bacterium Mal52,1,0,0
Bacteria|NA|Planctomycetes|NA|NA|NA|NA|Planctomycetes bacterium,1,0,1
Bacteria|NA|Planctomycetes|NA|NA|NA|NA|Planctomycetes bacterium Pla163,1,0,0
Bacteria|NA|Planctomycetes|NA|NA|NA|NA|Planctomycetes bacterium Pan258,1,0,0
Bacteria|NA|Planctomycetes|NA|NA|NA|NA|Planctomycetes bacterium Pla175,1,0,0
Bacteria|NA|Planctomycetes|Planctomycetia|Pirellulales|Pirellulaceae|Roseimaritima|Roseimaritima ulvae,2,0,0
Bacteria|NA|Planctomycetes|Planctomycetia|Pirellulales|Pirellulaceae|Rhodopirellula|Rhodopirellula baltica,1,0,0
Bacteria|NA|Planctomycetes|Planctomycetia|Pirellulales|Lacipirellulaceae|Bythopirellula|Bythopirellula goksoyri,1,1,0
Bacteria|NA|Planctomycetes|Planctomycetia|Planctomycetales|Planctomycetaceae|Rubinisphaera|Rubinisphaera brasiliensis,3,1,0
Bacteria|NA|Planctomycetes|Phycisphaerae|Sedimentisphaerales,1,2,2
Bacteria|NA|Planctomycetes|Phycisphaerae|Sedimentisphaerales|Sedimentisphaeraceae|Limihaloglobus|Limihaloglobus sulfuriphilus,6,0,0
Bacteria|NA|Chlamydiae|Chlamydiia|Chlamydiales|Chlamydiaceae|Chlamydia|Chlamydia pecorum,11,16,7
Bacteria|NA|Chlamydiae|Chlamydiia|Parachlamydiales,1,24,17
Bacteria|NA|Chlamydiae|Chlamydiia|Parachlamydiales|Parachlamydiaceae|Candidatus Protochlamydia|Candidatus Protochlamydia naegleriophila,1,1,0
Bacteria|NA|Kiritimatiellaeota|NA|NA|NA|NA|Kiritimatiellaeota bacterium S-5007,2,2,2
Bacteria|NA|Deferribacteres|Deferribacteres|Deferribacterales|Deferribacteraceae|Deferribacter|Deferribacter desulfuricans,115,95,38
Bacteria|NA|Deferribacteres|Deferribacteres|Deferribacterales|Deferribacteraceae|Denitrovibrio|Denitrovibrio acetiphilus,3,1,1
Bacteria|NA|Deferribacteres|Deferribacteres|Deferribacterales|Deferribacteraceae|Flexistipes|Flexistipes sinusarabici,1,5,5
Bacteria|NA|Synergistetes|Synergistia|Synergistales|Synergistaceae|Thermovirga|Thermovirga lienii,65,38,25
Bacteria|NA|Synergistetes|Synergistia|Synergistales|Synergistaceae|Aminomonas|Aminomonas paucivorans,1,5,4
Bacteria|NA|Synergistetes|Synergistia|Synergistales|Synergistaceae|Cloacibacillus|Cloacibacillus porcorum,1,1,0
Bacteria|NA|Spirochaetes|Spirochaetia|Spirochaetales|Spirochaetaceae|Sphaerochaeta|Sphaerochaeta pleomorpha,24,15,7
Bacteria|NA|Spirochaetes|Spirochaetia|Spirochaetales|Spirochaetaceae|Sphaerochaeta|Sphaerochaeta coccoides,1,0,0
Bacteria|NA|Spirochaetes|Spirochaetia|Spirochaetales|Spirochaetaceae|Treponema|Treponema denticola,5,2,1
Bacteria|NA|Spirochaetes|Spirochaetia|Spirochaetales|Spirochaetaceae|Treponema|Treponema primitia,3,0,0
Bacteria|NA|Spirochaetes|Spirochaetia|Spirochaetales|Spirochaetaceae|Treponema|Treponema succinifaciens,2,5,1
Bacteria|NA|Spirochaetes|Spirochaetia|Spirochaetales|Spirochaetaceae|Treponema|Treponema putidum,2,0,2
Bacteria|NA|Spirochaetes|Spirochaetia|Spirochaetales|Spirochaetaceae|Treponema|Treponema phagedenis,1,0,0
Bacteria|NA|Spirochaetes|Spirochaetia|Spirochaetales|Spirochaetaceae|Treponema|Treponema caldarium,1,0,0
Bacteria|NA|Spirochaetes|Spirochaetia|Spirochaetales|Borreliaceae|Borreliella|Borreliella afzelii,4,0,0
Bacteria|NA|Spirochaetes|Spirochaetia|Spirochaetales|Borreliaceae|Borrelia|Borrelia hermsii,1,0,0
Bacteria|NA|Spirochaetes|Spirochaetia|Spirochaetales|Borreliaceae|Borrelia|Borrelia crocidurae,1,0,1
Bacteria|NA|Spirochaetes|Spirochaetia|Leptospirales|Leptospiraceae|Leptospira|Leptospira interrogans,4,4,2
Bacteria|NA|Spirochaetes|Spirochaetia|Leptospirales|Leptospiraceae|Leptospira|Leptospira borgpetersenii,4,1,0
Bacteria|NA|Spirochaetes|Spirochaetia|Leptospirales|Leptospiraceae|Leptospira|Leptospira biflexa,3,0,1
Bacteria|NA|Spirochaetes|Spirochaetia|Leptospirales|Leptospiraceae|Leptospira|Leptospira mayottensis,1,0,2
Bacteria|NA|Spirochaetes|Spirochaetia|Brachyspirales|Brachyspiraceae|Brachyspira|Brachyspira pilosicoli,10,4,0
Bacteria|NA|Dictyoglomi|Dictyoglomia|Dictyoglomales|Dictyoglomaceae|Dictyoglomus|Dictyoglomus thermophilum,29,16,12
Bacteria|NA|Calditrichaeota|Calditrichae|Calditrichales|Calditrichaceae|Caldithrix|Caldithrix abyssi,6,1,0
Bacteria|NA|Aquificae|Aquificae|Aquificales|Hydrogenothermaceae|Persephonella|Persephonella marina,2,0,2
Bacteria|NA|Aquificae|Aquificae|Aquificales|Hydrogenothermaceae|Sulfurihydrogenibium|Sulfurihydrogenibium azorense,1,0,1
Bacteria|NA|Aquificae|Aquificae|Aquificales|Aquificaceae|Thermocrinis|Thermocrinis albus,1,0,0
Bacteria|NA|Aquificae|Aquificae|Desulfurobacteriales|Desulfurobacteriaceae,1,1,0
Bacteria|NA|Candidatus Saccharibacteria|NA|NA|NA|NA|Candidatus Saccharibacteria bacterium YM_S32_TM7_50_20,2,0,0
Bacteria|NA|Candidatus Gracilibacteria|NA|NA|NA|NA|Candidatus Gracilibacteria bacterium HOT-871,1,5,5
Bacteria|NA|Acidobacteria|Acidobacteriia|Acidobacteriales|Acidobacteriaceae|Terriglobus|Terriglobus roseus,2,0,0
Bacteria|NA|Acidobacteria|Acidobacteriia|Bryobacterales|Solibacteraceae|Candidatus Solibacter|Candidatus Solibacter usitatus,1,0,0
Bacteria|NA|Thermotogae|Thermotogae|Thermotogales|Thermotogaceae|Pseudothermotoga,1,0,0
Bacteria|NA|Nitrospirae|Nitrospira|Nitrospirales|Nitrospiraceae|Nitrospira|Nitrospira defluvii,1,0,0
Eukaryota|Metazoa|Chordata|Mammalia|Primates|Hominidae|Homo|Homo sapiens,301,160,151
Archaea|NA|Euryarchaeota|Methanomicrobia|Methanosarcinales|Methanotrichaceae|Methanothrix|Methanothrix soehngenii,38,29,14
Archaea|NA|Euryarchaeota|Methanomicrobia|Methanosarcinales|Methanosarcinaceae|Methanosarcina,1,0,0
Archaea|NA|Euryarchaeota|Methanomicrobia|Methanosarcinales|Methanosarcinaceae|Methanosarcina|Methanosarcina mazei,8,0,0
Archaea|NA|Euryarchaeota|Methanomicrobia|Methanosarcinales|Methanosarcinaceae|Methanosarcina|Methanosarcina vacuolata,2,0,0
Archaea|NA|Euryarchaeota|Methanomicrobia|Methanosarcinales|Methanosarcinaceae|Methanohalophilus|Methanohalophilus portucalensis,1,0,0
Archaea|NA|Euryarchaeota|Methanomicrobia|Methanomicrobiales|Methanoregulaceae|Methanosphaerula|Methanosphaerula palustris,19,0,0
Archaea|NA|Euryarchaeota|Methanomicrobia|Methanomicrobiales|Methanospirillaceae|Methanospirillum|Methanospirillum hungatei,6,0,0
Archaea|NA|Euryarchaeota|Halobacteria|Haloferacales|Halorubraceae|Halorubrum|Halorubrum lacusprofundi,11,6,8
Archaea|NA|Euryarchaeota|Halobacteria|Haloferacales|Halorubraceae|Halohasta|Halohasta litchfieldiae,1,0,0
Archaea|NA|Euryarchaeota|Halobacteria|Natrialbales|Natrialbaceae|Natrinema|Natrinema sp. J7-2,7,6,2
Archaea|NA|Euryarchaeota|Halobacteria|Natrialbales|Natrialbaceae|Natrinema|Natrinema pellirubrum,3,2,1
Archaea|NA|Euryarchaeota|Halobacteria|Natrialbales|Natrialbaceae|Natrinema|Natrinema pallidum,1,0,0
Archaea|NA|Euryarchaeota|Halobacteria|Natrialbales|Natrialbaceae|Halopiger|Halopiger xanaduensis,1,0,1
Archaea|NA|Euryarchaeota|Halobacteria|Halobacteriales|Halobacteriaceae|Halobacterium|Halobacterium sp. DL1,2,2,1
Archaea|NA|Euryarchaeota|Halobacteria|Halobacteriales|Halobacteriaceae|Halodesulfurarchaeum|Halodesulfurarchaeum formicicum,1,3,0
Archaea|NA|Euryarchaeota|Halobacteria|Halobacteriales|Haloarculaceae|Haloarcula|Haloarcula marismortui,1,0,0
Archaea|NA|Euryarchaeota|Halobacteria|Halobacteriales|NA|NA|haloarchaeon 3A1-DGR,1,0,0
Archaea|NA|Euryarchaeota|Thermoplasmata|Methanomassiliicoccales|Methanomassiliicoccaceae|Methanomassiliicoccus|Candidatus Methanomassiliicoccus intestinalis,29,65,18
Archaea|NA|Euryarchaeota|Thermoplasmata|Thermoplasmatales|NA|NA|Thermoplasmatales archaeon BRNA1,1,0,0
Archaea|NA|Euryarchaeota|Archaeoglobi|Archaeoglobales|Archaeoglobaceae|Archaeoglobus|Archaeoglobus fulgidus,8,1,1
Archaea|NA|Euryarchaeota|Methanobacteria|Methanobacteriales|Methanobacteriaceae|Methanosphaera|Methanosphaera stadtmanae,2,0,3
Archaea|NA|Euryarchaeota|Methanococci|Methanococcales|Methanococcaceae|Methanococcus|Methanococcus voltae,1,0,0
Archaea|NA|Euryarchaeota|Thermococci|Thermococcales|Thermococcaceae|Pyrococcus|Pyrococcus horikoshii,1,0,0
Archaea|NA|Euryarchaeota|Thermococci|Thermococcales|Thermococcaceae|Thermococcus|Thermococcus litoralis,1,3,0
Archaea|NA|Thaumarchaeota|NA|Nitrosopumilales|Nitrosopumilaceae|Candidatus Nitrosomarinus|Candidatus Nitrosomarinus catalina,7,0,0
Archaea|NA|Thaumarchaeota|NA|Nitrosopumilales|Nitrosopumilaceae|Nitrosopumilus|Candidatus Nitrosopumilus sp. SW,1,0,0
Archaea|NA|Thaumarchaeota|Nitrososphaeria|Nitrososphaerales|Nitrososphaeraceae|Candidatus Nitrosocosmicus|Candidatus Nitrosocosmicus exaquare,8,11,4
Archaea|NA|Crenarchaeota|Thermoprotei|Sulfolobales|Sulfolobaceae|Sulfurisphaera,1,0,0
Archaea|NA|Crenarchaeota|Thermoprotei|Sulfolobales|Sulfolobaceae|Sulfurisphaera|Sulfurisphaera tokodaii,2,0,0
Archaea|NA|Crenarchaeota|Thermoprotei|Sulfolobales|Sulfolobaceae|Sulfurisphaera|Sulfurisphaera ohwakuensis,1,0,0
Archaea|NA|Crenarchaeota|Thermoprotei|Sulfolobales|Sulfolobaceae|Sulfolobus|Sulfolobus islandicus,1,0,0
Archaea|NA|Crenarchaeota|Thermoprotei|Thermoproteales|Thermoproteaceae|Vulcanisaeta|Vulcanisaeta distributa,3,0,0
Viruses|NA|NA|NA|Caudovirales|Myoviridae,18,1,102
Viruses|NA|NA|NA|Caudovirales|Myoviridae|NA|Escherichia phage phAPEC8,6854,0,0
Viruses|NA|NA|NA|Caudovirales|Myoviridae|NA|Cronobacter phage CR5,143,0,13518
Viruses|NA|NA|NA|Caudovirales|Myoviridae|NA|Enterobacteria phage phi92,128,0,0
Viruses|NA|NA|NA|Caudovirales|Myoviridae|NA|Erwinia phage vB_EamM_EarlPhillipIV,3,0,186
Viruses|NA|NA|NA|Caudovirales|Myoviridae|NA|Enterobacteria phage SfV,1,0,0
Viruses|NA|NA|NA|Caudovirales|Myoviridae|Vequintavirus,3,0,0
Viruses|NA|NA|NA|Caudovirales|Myoviridae|Vequintavirus|Escherichia virus slur16,31,0,0
Viruses|NA|NA|NA|Caudovirales|Myoviridae|Vequintavirus|Escherichia virus JES2013,9,0,0
Viruses|NA|NA|NA|Caudovirales|Myoviridae|Avunavirus|Escherichia virus Av05,5,0,1
Viruses|NA|NA|NA|Caudovirales|Myoviridae|Punavirus|Escherichia virus P1,30,0,538
Viruses|NA|NA|NA|Caudovirales|Myoviridae|Peduovirus,3,0,0
Viruses|NA|NA|NA|Caudovirales|Myoviridae|Peduovirus|Escherichia virus 186,1,35,39
Viruses|NA|NA|NA|Caudovirales|Myoviridae|Seoulvirus|Salmonella virus SPN3US,1,0,0
Viruses|NA|NA|NA|Caudovirales|Podoviridae|NA|Enterococcus phage EF62phi,3094,2,23
Viruses|NA|NA|NA|Caudovirales|Podoviridae|Lederbergvirus|Enterobacteria phage Sf101,86,1,0
Viruses|NA|NA|NA|Caudovirales|Podoviridae|Lederbergvirus|Enterobacteria phage IME10,1,0,0
Viruses|NA|NA|NA|Caudovirales|Podoviridae|Lederbergvirus|Shigella virus Sf6,1,2,0
Viruses|NA|NA|NA|Caudovirales|Podoviridae|Lederbergvirus|Salmonella virus HK620,1,0,0
Viruses|NA|NA|NA|Caudovirales|Podoviridae|NA|Cellulophaga phage phi14:2,4,1,5
Viruses|NA|NA|NA|Caudovirales|Podoviridae|NA|Lactococcus virus KSY1,2,0,0
Viruses|NA|NA|NA|Caudovirales|Siphoviridae,203,113,120
Viruses|NA|NA|NA|Caudovirales|Siphoviridae|NA|Streptococcus virus 9872,66,194,10
Viruses|NA|NA|NA|Caudovirales|Siphoviridae|NA|Enterococcus phage EFC-1,51,3,3
Viruses|NA|NA|NA|Caudovirales|Siphoviridae|NA|Enterobacterial phage mEp213,32,0,0
Viruses|NA|NA|NA|Caudovirales|Siphoviridae|NA|Escherichia phage HK639,29,0,1
Viruses|NA|NA|NA|Caudovirales|Siphoviridae|NA|Bacteroides phage B40-8,25,7,4
Viruses|NA|NA|NA|Caudovirales|Siphoviridae|NA|Bacteroides phage B124-14,23,1,0
Viruses|NA|NA|NA|Caudovirales|Siphoviridae|NA|Streptococcus phage 5093,15,0,0
Viruses|NA|NA|NA|Caudovirales|Siphoviridae|NA|Lactococcus phage 28201,5,0,0
Viruses|NA|NA|NA|Caudovirales|Siphoviridae|NA|Lactococcus phage P335 sensu lato,3,0,0
Viruses|NA|NA|NA|Caudovirales|Siphoviridae|NA|Lactococcus phage 949,3,0,0
Viruses|NA|NA|NA|Caudovirales|Siphoviridae|NA|Lactococcus phage 63301,2,0,0
Viruses|NA|NA|NA|Caudovirales|Siphoviridae|NA|Lactococcus phage Tuc2009,1,0,0
Viruses|NA|NA|NA|Caudovirales|Siphoviridae|NA|Enterobacteria phage mEp460,1,1,0
Viruses|NA|NA|NA|Caudovirales|Siphoviridae|Jerseyvirus|Salmonella virus SE2,256,11,6
Viruses|NA|NA|NA|Caudovirales|Siphoviridae|Ravinvirus|Enterobacteria phage HK225,130,148,190
Viruses|NA|NA|NA|Caudovirales|Siphoviridae|Ravinvirus|Enterobacteria phage phi80,7,0,2
Viruses|NA|NA|NA|Caudovirales|Siphoviridae|Ravinvirus|Enterobacteria phage mEp237,1,1,1
Viruses|NA|NA|NA|Caudovirales|Siphoviridae|Phifelvirus,39,27,4
Viruses|NA|NA|NA|Caudovirales|Siphoviridae|Phifelvirus|Enterococcus virus FL1,73,32,0
Viruses|NA|NA|NA|Caudovirales|Siphoviridae|Phifelvirus|Enterococcus virus FL2,2,1,6
Viruses|NA|NA|NA|Caudovirales|Siphoviridae|Brussowvirus|Streptococcus virus 2972,83,665,618
Viruses|NA|NA|NA|Caudovirales|Siphoviridae|Hendrixvirus,2,0,0
Viruses|NA|NA|NA|Caudovirales|Siphoviridae|Hendrixvirus|Enterobacteria phage HK140,19,0,0
Viruses|NA|NA|NA|Caudovirales|Siphoviridae|Hendrixvirus|Enterobacterial phage mEp390,3,1,1
Viruses|NA|NA|NA|Caudovirales|Siphoviridae|Nickievirus|Salmonella phage SSU5,2,1,0
Viruses|NA|NA|NA|Caudovirales|Ackermannviridae|Kuttervirus,3,0,0
Viruses|NA|NA|NA|Picornavirales|NA|NA|Yongsan picorna-like virus 4,12,0,1
Viruses|NA|Negarnaviricota|Monjiviricetes|Mononegavirales|Rhabdoviridae|NA|Walkabout Creek virus,1,0,0
Viruses|NA|Negarnaviricota|Monjiviricetes|Mononegavirales|Potyviridae|Potyvirus|Alstroemeria mosaic virus,1,0,0
Viruses|NA|Negarnaviricota|Monjiviricetes|Herpesvirales|Herpesviridae|Lymphocryptovirus|Callitrichine gammaherpesvirus 3,7,0,0
Viruses|NA|Negarnaviricota|Monjiviricetes|Herpesvirales|Inoviridae|NA|Escherichia virus If1,6,0,0
Viruses|NA|Negarnaviricota|Monjiviricetes|Herpesvirales|Microviridae|NA|Parabacteroides phage YZ-2015a,4,0,0
Viruses|NA|Negarnaviricota|Monjiviricetes|Herpesvirales|Microviridae|NA|Parabacteroides phage YZ-2015b,1,0,0
Viruses|NA|Negarnaviricota|Monjiviricetes|Herpesvirales|Microviridae|NA|Plasmid pWW100,1,0,0
Viruses|NA|Negarnaviricota|Monjiviricetes|Herpesvirales|Microviridae|NA|Plasmid pWP113a,1,0,0
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Candidatus Blochmannia|Candidatus Blochmannia vafer,0,1,0
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Candidatus Riesia|Candidatus Riesia pediculicola,0,1,0
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Erwiniaceae|Erwinia|Erwinia piriflorinigrans,0,1,0
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Yersiniaceae|Serratia|Serratia sp. MYb239,0,1,0
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Yersiniaceae|Serratia|Serratia sp. 3ACOL1,0,1,1
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Yersiniaceae|Serratia|Serratia entomophila,0,1,0
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Yersiniaceae|Rahnella|Rahnella sp. WMR42,0,2,0
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Yersiniaceae|Rahnella|Rahnella sp. WMR66,0,1,1
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|NA|Phytobacter,0,1,0
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Budviciaceae|Pragia,0,1,0
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Aeromonadales|Aeromonadaceae|Aeromonas|Aeromonas sp. ASNIH5,0,2,2
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Alteromonadales|Shewanellaceae|Shewanella|Shewanella bicestrii,0,56,43
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Alteromonadales|Shewanellaceae|Shewanella|Shewanella pealeana,0,24,2
